,n_sim,Equipo,Desc,Motivo
2120,707,Colo-Colo,3,Partido Pen Abs vs Ant Pon
2121,708,Colo-Colo,1,Último Absoluta
2122,708,Universidad de Concepción,2,Último Ponderada
2123,708,La Serena,3,Partido Pen Abs vs Pen Pon
2124,709,Colo-Colo,1,Último Absoluta
2125,709,Iquique,2,Último Ponderada
2126,709,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2127,710,Iquique,1,Último Absoluta
2128,710,Universidad de Concepción,2,Penúltimo Ponderada
2129,710,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2130,711,Iquique,1,Último Absoluta
2131,711,Universidad de Concepción,2,Último Ponderada
2132,711,La Serena,3,Partido Pen Abs vs Ant Pon
2133,712,Colo-Colo,1,Último Absoluta
2134,712,Iquique,2,Último Ponderada
2135,712,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2136,713,Iquique,1,Último Absoluta
2137,713,Universidad de Concepción,2,Último Ponderada
2138,713,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2139,714,Coquimbo Unido,1,Último Absoluta
2140,714,Iquique,2,Último Ponderada
2141,714,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2142,715,Colo-Colo,1,Último Absoluta
2143,715,Universidad de Concepción,2,Último Ponderada
2144,715,Iquique,3,Partido Pen Abs vs Pen Pon
2145,716,Iquique,1,Último Absoluta
2146,716,Universidad de Concepción,2,Penúltimo Ponderada
2147,716,La Serena,3,Partido Pen Abs vs Ant Pon
2148,717,Iquique,1,Último Absoluta
2149,717,Universidad de Concepción,2,Penúltimo Ponderada
2150,717,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2151,718,Iquique,1,Último Absoluta
2152,718,Universidad de Concepción,2,Penúltimo Ponderada
2153,718,Colo-Colo,3,Partido Pen Abs vs Ant Pon
2154,719,Iquique,1,Último Absoluta
2155,719,Universidad de Concepción,2,Penúltimo Ponderada
2156,719,Colo-Colo,3,Partido Pen Abs vs Ant Pon
2157,720,Iquique,1,Último Absoluta
2158,720,Universidad de Concepción,2,Penúltimo Ponderada
2159,720,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2160,721,Coquimbo Unido,1,Último Absoluta
2161,721,Iquique,2,Último Ponderada
2162,721,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2163,722,Coquimbo Unido,1,Último Absoluta
2164,722,Iquique,2,Último Ponderada
2165,722,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2166,723,Colo-Colo,1,Último Absoluta
2167,723,Universidad de Concepción,2,Último Ponderada
2168,723,La Serena,3,Partido Pen Abs vs Pen Pon
2169,724,Coquimbo Unido,1,Último Absoluta
2170,724,Iquique,2,Último Ponderada
2171,724,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2172,725,Iquique,1,Último Absoluta
2173,725,Universidad de Concepción,2,Penúltimo Ponderada
2174,725,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2175,726,Colo-Colo,1,Último Absoluta
2176,726,Iquique,2,Último Ponderada
2177,726,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2178,727,Coquimbo Unido,1,Último Absoluta
2179,727,Iquique,2,Último Ponderada
2180,727,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2181,728,Iquique,1,Último Absoluta
2182,728,Universidad de Concepción,2,Penúltimo Ponderada
2183,728,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2184,729,Colo-Colo,1,Último Absoluta
2185,729,Iquique,2,Último Ponderada
2186,729,La Serena,3,Partido Ant Abs vs Pen Pon
2187,730,Iquique,1,Último Absoluta
2188,730,Universidad de Concepción,2,Penúltimo Ponderada
2189,730,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2190,731,Iquique,1,Último Absoluta
2191,731,Universidad de Concepción,2,Penúltimo Ponderada
2192,731,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2193,732,Iquique,1,Último Absoluta
2194,732,Universidad de Concepción,2,Penúltimo Ponderada
2195,732,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2196,733,Coquimbo Unido,1,Último Absoluta
2197,733,Universidad de Concepción,2,Último Ponderada
2198,733,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2199,734,Coquimbo Unido,1,Último Absoluta
2200,734,Iquique,2,Último Ponderada
2201,734,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2202,735,Iquique,1,Último Absoluta
2203,735,Universidad de Concepción,2,Penúltimo Ponderada
2204,735,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2205,736,Coquimbo Unido,1,Último Absoluta
2206,736,Iquique,2,Último Ponderada
2207,736,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2208,737,Iquique,1,Último Absoluta
2209,737,Universidad de Concepción,2,Penúltimo Ponderada
2210,737,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2211,738,Iquique,1,Último Absoluta
2212,738,Universidad de Concepción,2,Penúltimo Ponderada
2213,738,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2214,739,Colo-Colo,1,Último Absoluta
2215,739,Universidad de Concepción,2,Último Ponderada
2216,739,La Serena,3,Partido Pen Abs vs Pen Pon
2217,740,Colo-Colo,1,Último Absoluta
2218,740,Universidad de Concepción,2,Último Ponderada
2219,740,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2220,741,Coquimbo Unido,1,Último Absoluta
2221,741,Universidad de Concepción,2,Último Ponderada
2222,741,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2223,742,Iquique,1,Último Absoluta
2224,742,Universidad de Concepción,2,Penúltimo Ponderada
2225,742,Universidad de Chile,3,Partido Ant Abs vs Ant Pon
2226,743,Coquimbo Unido,1,Último Absoluta
2227,743,Universidad de Concepción,2,Último Ponderada
2228,743,Iquique,3,Partido Pen Abs vs Pen Pon
2229,744,Coquimbo Unido,1,Último Absoluta
2230,744,Iquique,2,Último Ponderada
2231,744,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2232,745,Iquique,1,Último Absoluta
2233,745,Universidad de Concepción,2,Penúltimo Ponderada
2234,745,Everton,3,Partido Pen Abs vs Ant Pon
2235,746,Coquimbo Unido,1,Último Absoluta
2236,746,Universidad de Concepción,2,Último Ponderada
2237,746,Iquique,3,Partido Pen Abs vs Pen Pon
2238,747,Colo-Colo,1,Último Absoluta
2239,747,Iquique,2,Último Ponderada
2240,747,Coquimbo Unido,3,Partido Ant Abs vs Pen Pon
2241,748,Coquimbo Unido,1,Último Absoluta
2242,748,Universidad de Concepción,2,Último Ponderada
2243,748,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2244,749,Iquique,1,Último Absoluta
2245,749,Universidad de Concepción,2,Penúltimo Ponderada
2246,749,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2247,750,Iquique,1,Último Absoluta
2248,750,Universidad de Concepción,2,Penúltimo Ponderada
2249,750,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2250,751,Coquimbo Unido,1,Último Absoluta
2251,751,Iquique,2,Último Ponderada
2252,751,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2253,752,Iquique,1,Último Absoluta
2254,752,Universidad de Concepción,2,Penúltimo Ponderada
2255,752,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2256,753,Iquique,1,Último Absoluta
2257,753,Universidad de Concepción,2,Penúltimo Ponderada
2258,753,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2259,754,Iquique,1,Último Absoluta
2260,754,Universidad de Concepción,2,Último Ponderada
2261,754,Audax Italiano,3,Partido Pen Abs vs Ant Pon
2262,755,Colo-Colo,1,Último Absoluta
2263,755,Universidad de Concepción,2,Último Ponderada
2264,755,Iquique,3,Partido Pen Abs vs Pen Pon
2265,756,Iquique,1,Último Absoluta
2266,756,Universidad de Concepción,2,Penúltimo Ponderada
2267,756,Colo-Colo,3,Partido Pen Abs vs Ant Pon
2268,757,Coquimbo Unido,1,Último Absoluta
2269,757,Iquique,2,Último Ponderada
2270,757,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2271,758,Coquimbo Unido,1,Último Absoluta
2272,758,Universidad de Concepción,2,Último Ponderada
2273,758,Iquique,3,Partido Pen Abs vs Pen Pon
2274,759,Iquique,1,Último Absoluta
2275,759,Universidad de Concepción,2,Penúltimo Ponderada
2276,759,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2277,760,Colo-Colo,1,Último Absoluta
2278,760,Universidad de Concepción,2,Último Ponderada
2279,760,Iquique,3,Partido Pen Abs vs Pen Pon
2280,761,Iquique,1,Último Absoluta
2281,761,Universidad de Concepción,2,Penúltimo Ponderada
2282,761,Colo-Colo,3,Partido Pen Abs vs Ant Pon
2283,762,Coquimbo Unido,1,Último Absoluta
2284,762,Iquique,2,Último Ponderada
2285,762,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2286,763,Colo-Colo,1,Último Absoluta
2287,763,Universidad de Concepción,2,Último Ponderada
2288,763,Iquique,3,Partido Pen Abs vs Pen Pon
2289,764,Iquique,1,Último Absoluta
2290,764,Universidad de Concepción,2,Penúltimo Ponderada
2291,764,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2292,765,Iquique,1,Último Absoluta
2293,765,Universidad de Concepción,2,Penúltimo Ponderada
2294,765,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2295,766,Coquimbo Unido,1,Último Absoluta
2296,766,Iquique,2,Último Ponderada
2297,766,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2298,767,Coquimbo Unido,1,Último Absoluta
2299,767,Iquique,2,Último Ponderada
2300,767,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2301,768,Coquimbo Unido,1,Último Absoluta
2302,768,Universidad de Concepción,2,Último Ponderada
2303,768,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2304,769,Colo-Colo,1,Último Absoluta
2305,769,Iquique,2,Último Ponderada
2306,769,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2307,770,Coquimbo Unido,1,Último Absoluta
2308,770,Iquique,2,Último Ponderada
2309,770,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2310,771,Iquique,1,Último Absoluta
2311,771,Universidad de Concepción,2,Penúltimo Ponderada
2312,771,Cobresal,3,Partido Ant Abs vs Ant Pon
2313,772,Coquimbo Unido,1,Último Absoluta
2314,772,Iquique,2,Último Ponderada
2315,772,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2316,773,Iquique,1,Último Absoluta
2317,773,Universidad de Concepción,2,Penúltimo Ponderada
2318,773,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2319,774,Colo-Colo,1,Último Absoluta
2320,774,Universidad de Concepción,2,Último Ponderada
2321,774,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
2322,775,Iquique,1,Último Absoluta
2323,775,Universidad de Concepción,2,Penúltimo Ponderada
2324,775,Colo-Colo,3,Partido Pen Abs vs Ant Pon
2325,776,Audax Italiano,1,Último Absoluta
2326,776,Universidad de Concepción,2,Último Ponderada
2327,776,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
2328,777,Iquique,1,Último Absoluta
2329,777,Universidad de Concepción,2,Penúltimo Ponderada
2330,777,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2331,778,Iquique,1,Último Absoluta
2332,778,Universidad de Concepción,2,Penúltimo Ponderada
2333,778,Everton,3,Partido Pen Abs vs Ant Pon
2334,779,Colo-Colo,1,Último Absoluta
2335,779,Universidad de Concepción,2,Último Ponderada
2336,779,Iquique,3,Partido Pen Abs vs Pen Pon
2337,780,Colo-Colo,1,Último Absoluta
2338,780,Iquique,2,Último Ponderada
2339,780,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
2340,781,Coquimbo Unido,1,Último Absoluta
2341,781,Iquique,2,Último Ponderada
2342,781,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2343,782,Iquique,1,Último Absoluta
2344,782,Universidad de Concepción,2,Penúltimo Ponderada
2345,782,Everton,3,Partido Pen Abs vs Ant Pon
2346,783,Coquimbo Unido,1,Último Absoluta
2347,783,Universidad de Concepción,2,Último Ponderada
2348,783,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2349,784,Colo-Colo,1,Último Absoluta
2350,784,Iquique,2,Último Ponderada
2351,784,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2352,785,Iquique,1,Último Absoluta
2353,785,Universidad de Concepción,2,Penúltimo Ponderada
2354,785,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2355,786,Iquique,1,Último Absoluta
2356,786,Universidad de Concepción,2,Penúltimo Ponderada
2357,786,Colo-Colo,3,Partido Pen Abs vs Ant Pon
2358,787,Coquimbo Unido,1,Último Absoluta
2359,787,Universidad de Concepción,2,Último Ponderada
2360,787,Iquique,3,Partido Pen Abs vs Pen Pon
2361,788,Iquique,1,Último Absoluta
2362,788,Universidad de Concepción,2,Penúltimo Ponderada
2363,788,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2364,789,Iquique,1,Último Absoluta
2365,789,Universidad de Concepción,2,Penúltimo Ponderada
2366,789,Colo-Colo,3,Partido Pen Abs vs Ant Pon
2367,790,Iquique,1,Último Absoluta
2368,790,Universidad de Concepción,2,Penúltimo Ponderada
2369,790,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2370,791,Colo-Colo,1,Último Absoluta
2371,791,Universidad de Concepción,2,Último Ponderada
2372,791,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2373,792,Iquique,1,Último Absoluta
2374,792,Universidad de Concepción,2,Último Ponderada
2375,792,Universidad de Chile,3,Partido Ant Abs vs Ant Pon
2376,793,Coquimbo Unido,1,Último Absoluta
2377,793,Iquique,2,Último Ponderada
2378,793,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2379,794,Coquimbo Unido,1,Último Absoluta
2380,794,Iquique,2,Último Ponderada
2381,794,La Serena,3,Partido Ant Abs vs Pen Pon
2382,795,Colo-Colo,1,Último Absoluta
2383,795,Universidad de Concepción,2,Último Ponderada
2384,795,Iquique,3,Partido Pen Abs vs Pen Pon
2385,796,Coquimbo Unido,1,Último Absoluta
2386,796,Universidad de Concepción,2,Último Ponderada
2387,796,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2388,797,Colo-Colo,1,Último Absoluta
2389,797,Universidad de Concepción,2,Último Ponderada
2390,797,Iquique,3,Partido Ant Abs vs Pen Pon
2391,798,Colo-Colo,1,Último Absoluta
2392,798,Iquique,2,Último Ponderada
2393,798,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2394,799,Iquique,1,Último Absoluta
2395,799,Universidad de Concepción,2,Penúltimo Ponderada
2396,799,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2397,800,Iquique,1,Último Absoluta
2398,800,Universidad de Concepción,2,Penúltimo Ponderada
2399,800,Cobresal,3,Partido Pen Abs vs Ant Pon
2400,801,Iquique,1,Último Absoluta
2401,801,Universidad de Concepción,2,Último Ponderada
2402,801,La Serena,3,Partido Pen Abs vs Ant Pon
2403,802,Coquimbo Unido,1,Último Absoluta
2404,802,Universidad de Concepción,2,Último Ponderada
2405,802,Iquique,3,Partido Pen Abs vs Pen Pon
2406,803,Iquique,1,Último Absoluta
2407,803,Universidad de Concepción,2,Último Ponderada
2408,803,Audax Italiano,3,Partido Pen Abs vs Ant Pon
2409,804,Coquimbo Unido,1,Último Absoluta
2410,804,Iquique,2,Último Ponderada
2411,804,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2412,805,Coquimbo Unido,1,Último Absoluta
2413,805,Universidad de Concepción,2,Último Ponderada
2414,805,Iquique,3,Partido Pen Abs vs Pen Pon
2415,806,Iquique,1,Último Absoluta
2416,806,Universidad de Concepción,2,Penúltimo Ponderada
2417,806,Colo-Colo,3,Partido Pen Abs vs Ant Pon
2418,807,Coquimbo Unido,1,Último Absoluta
2419,807,Iquique,2,Último Ponderada
2420,807,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2421,808,Coquimbo Unido,1,Último Absoluta
2422,808,Universidad de Concepción,2,Último Ponderada
2423,808,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2424,809,Colo-Colo,1,Último Absoluta
2425,809,Universidad de Concepción,2,Último Ponderada
2426,809,Iquique,3,Partido Pen Abs vs Pen Pon
2427,810,Coquimbo Unido,1,Último Absoluta
2428,810,Iquique,2,Último Ponderada
2429,810,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2430,811,Iquique,1,Último Absoluta
2431,811,Universidad de Concepción,2,Penúltimo Ponderada
2432,811,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2433,812,Coquimbo Unido,1,Último Absoluta
2434,812,Universidad de Concepción,2,Último Ponderada
2435,812,Iquique,3,Partido Pen Abs vs Pen Pon
2436,813,Coquimbo Unido,1,Último Absoluta
2437,813,Iquique,2,Último Ponderada
2438,813,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2439,814,Colo-Colo,1,Último Absoluta
2440,814,Iquique,2,Último Ponderada
2441,814,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2442,815,Coquimbo Unido,1,Último Absoluta
2443,815,Universidad de Concepción,2,Último Ponderada
2444,815,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2445,816,Iquique,1,Último Absoluta
2446,816,Universidad de Concepción,2,Último Ponderada
2447,816,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2448,817,Colo-Colo,1,Último Absoluta
2449,817,Universidad de Concepción,2,Último Ponderada
2450,817,Iquique,3,Partido Pen Abs vs Pen Pon
2451,818,Iquique,1,Último Absoluta
2452,818,Universidad de Concepción,2,Penúltimo Ponderada
2453,818,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2454,819,Iquique,1,Último Absoluta
2455,819,Universidad de Concepción,2,Penúltimo Ponderada
2456,819,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2457,820,Colo-Colo,1,Último Absoluta
2458,820,Universidad de Concepción,2,Último Ponderada
2459,820,Iquique,3,Partido Pen Abs vs Pen Pon
2460,821,Coquimbo Unido,1,Último Absoluta
2461,821,Iquique,2,Último Ponderada
2462,821,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2463,822,Iquique,1,Último Absoluta
2464,822,Universidad de Concepción,2,Penúltimo Ponderada
2465,822,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2466,823,Coquimbo Unido,1,Último Absoluta
2467,823,Universidad de Concepción,2,Último Ponderada
2468,823,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2469,824,Colo-Colo,1,Último Absoluta
2470,824,Universidad de Concepción,2,Último Ponderada
2471,824,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
2472,825,Colo-Colo,1,Último Absoluta
2473,825,Universidad de Concepción,2,Último Ponderada
2474,825,Iquique,3,Partido Pen Abs vs Pen Pon
2475,826,Coquimbo Unido,1,Último Absoluta
2476,826,Universidad de Concepción,2,Último Ponderada
2477,826,Iquique,3,Partido Pen Abs vs Pen Pon
2478,827,Coquimbo Unido,1,Último Absoluta
2479,827,Iquique,2,Último Ponderada
2480,827,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2481,828,Iquique,1,Último Absoluta
2482,828,Universidad de Concepción,2,Penúltimo Ponderada
2483,828,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2484,829,Iquique,1,Último Absoluta
2485,829,Universidad de Concepción,2,Penúltimo Ponderada
2486,829,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2487,830,Coquimbo Unido,1,Último Absoluta
2488,830,Universidad de Concepción,2,Último Ponderada
2489,830,Iquique,3,Partido Pen Abs vs Pen Pon
2490,831,Iquique,1,Último Absoluta
2491,831,Universidad de Concepción,2,Penúltimo Ponderada
2492,831,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2493,832,Colo-Colo,1,Último Absoluta
2494,832,Iquique,2,Último Ponderada
2495,832,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2496,833,Colo-Colo,1,Último Absoluta
2497,833,Universidad de Concepción,2,Último Ponderada
2498,833,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2499,834,Colo-Colo,1,Último Absoluta
2500,834,Iquique,2,Último Ponderada
2501,834,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2502,835,Iquique,1,Último Absoluta
2503,835,Universidad de Concepción,2,Penúltimo Ponderada
2504,835,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2505,836,Coquimbo Unido,1,Último Absoluta
2506,836,Iquique,2,Último Ponderada
2507,836,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2508,837,Colo-Colo,1,Último Absoluta
2509,837,Iquique,2,Último Ponderada
2510,837,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2511,838,Colo-Colo,1,Último Absoluta
2512,838,Universidad de Concepción,2,Último Ponderada
2513,838,Iquique,3,Partido Pen Abs vs Pen Pon
2514,839,Coquimbo Unido,1,Último Absoluta
2515,839,Iquique,2,Último Ponderada
2516,839,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2517,840,Iquique,1,Último Absoluta
2518,840,Universidad de Concepción,2,Penúltimo Ponderada
2519,840,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2520,841,Colo-Colo,1,Último Absoluta
2521,841,Universidad de Concepción,2,Último Ponderada
2522,841,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
2523,842,Iquique,1,Último Absoluta
2524,842,Universidad de Concepción,2,Penúltimo Ponderada
2525,842,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2526,843,Colo-Colo,1,Último Absoluta
2527,843,Universidad de Concepción,2,Último Ponderada
2528,843,Coquimbo Unido,3,Partido Ant Abs vs Pen Pon
2529,844,Iquique,1,Último Absoluta
2530,844,Universidad de Concepción,2,Penúltimo Ponderada
2531,844,Antofagasta,3,Partido Pen Abs vs Ant Pon
2532,845,Coquimbo Unido,1,Último Absoluta
2533,845,Iquique,2,Último Ponderada
2534,845,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2535,846,Iquique,1,Último Absoluta
2536,846,Universidad de Concepción,2,Penúltimo Ponderada
2537,846,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2538,847,Coquimbo Unido,1,Último Absoluta
2539,847,Iquique,2,Último Ponderada
2540,847,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2541,848,Colo-Colo,1,Último Absoluta
2542,848,Universidad de Concepción,2,Último Ponderada
2543,848,Iquique,3,Partido Pen Abs vs Pen Pon
2544,849,Colo-Colo,1,Último Absoluta
2545,849,Iquique,2,Último Ponderada
2546,849,Audax Italiano,3,Partido Ant Abs vs Pen Pon
2547,850,Coquimbo Unido,1,Último Absoluta
2548,850,Universidad de Concepción,2,Último Ponderada
2549,850,Iquique,3,Partido Pen Abs vs Pen Pon
2550,851,Iquique,1,Último Absoluta
2551,851,Universidad de Concepción,2,Penúltimo Ponderada
2552,851,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2553,852,Iquique,1,Último Absoluta
2554,852,Universidad de Concepción,2,Penúltimo Ponderada
2555,852,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2556,853,Colo-Colo,1,Último Absoluta
2557,853,Universidad de Concepción,2,Último Ponderada
2558,853,Iquique,3,Partido Pen Abs vs Pen Pon
2559,854,Iquique,1,Último Absoluta
2560,854,Universidad de Concepción,2,Último Ponderada
2561,854,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2562,855,Coquimbo Unido,1,Último Absoluta
2563,855,Iquique,2,Último Ponderada
2564,855,Colo-Colo,3,Partido Ant Abs vs Pen Pon
2565,856,Colo-Colo,1,Último Absoluta
2566,856,Iquique,2,Último Ponderada
2567,856,Universidad de Concepción,3,Partido Pen Abs vs Pen Pon
2568,857,Colo-Colo,1,Último Absoluta
2569,857,Universidad de Concepción,2,Último Ponderada
2570,857,Coquimbo Unido,3,Partido Pen Abs vs Pen Pon
2571,858,Iquique,1,Último Absoluta
2572,858,Universidad de Concepción,2,Penúltimo Ponderada
2573,858,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2574,859,Colo-Colo,1,Último Absoluta
2575,859,Iquique,2,Último Ponderada
2576,859,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2577,860,Coquimbo Unido,1,Último Absoluta
2578,860,Universidad de Concepción,2,Último Ponderada
2579,860,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2580,861,Coquimbo Unido,1,Último Absoluta
2581,861,Universidad de Concepción,2,Último Ponderada
2582,861,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2583,862,Colo-Colo,1,Último Absoluta
2584,862,Iquique,2,Último Ponderada
2585,862,Coquimbo Unido,3,Partido Ant Abs vs Pen Pon
2586,863,Iquique,1,Último Absoluta
2587,863,Universidad de Concepción,2,Penúltimo Ponderada
2588,863,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2589,864,Iquique,1,Último Absoluta
2590,864,Universidad de Concepción,2,Penúltimo Ponderada
2591,864,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2592,865,Iquique,1,Último Absoluta
2593,865,Universidad de Concepción,2,Último Ponderada
2594,865,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2595,866,Iquique,1,Último Absoluta
2596,866,Universidad de Concepción,2,Penúltimo Ponderada
2597,866,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2598,867,Iquique,1,Último Absoluta
2599,867,Universidad de Concepción,2,Penúltimo Ponderada
2600,867,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2601,868,Coquimbo Unido,1,Último Absoluta
2602,868,Iquique,2,Último Ponderada
2603,868,Universidad de Concepción,3,Partido Ant Abs vs Pen Pon
2604,869,Iquique,1,Último Absoluta
2605,869,Universidad de Concepción,2,Penúltimo Ponderada
2606,869,La Serena,3,Partido Pen Abs vs Ant Pon
2607,870,Coquimbo Unido,1,Último Absoluta
2608,870,Universidad de Concepción,2,Último Ponderada
2609,870,Iquique,3,Partido Pen Abs vs Pen Pon
2610,871,Iquique,1,Último Absoluta
2611,871,Universidad de Concepción,2,Penúltimo Ponderada
2612,871,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2613,872,Iquique,1,Último Absoluta
2614,872,Universidad de Concepción,2,Penúltimo Ponderada
2615,872,Curicó Unido,3,Partido Pen Abs vs Ant Pon
2616,873,Coquimbo Unido,1,Último Absoluta
2617,873,Universidad de Concepción,2,Último Ponderada
2618,873,Audax Italiano,3,Partido Pen Abs vs Pen Pon
2619,874,Coquimbo Unido,1,Último Absoluta
2620,874,Universidad de Concepción,2,Último Ponderada
2621,874,Iquique,3,Partido Pen Abs vs Pen Pon
2622,875,Colo-Colo,1,Último Absoluta
2623,875,Universidad de Concepción,2,Último Ponderada
2624,875,Iquique,3,Partido Pen Abs vs Pen Pon
2625,876,Iquique,1,Último Absoluta
2626,876,Universidad de Concepción,2,Penúltimo Ponderada
2627,876,Antofagasta,3,Partido Pen Abs vs Ant Pon
2628,877,Iquique,1,Último Absoluta
2629,877,Universidad de Concepción,2,Penúltimo Ponderada
2630,877,Coquimbo Unido,3,Partido Pen Abs vs Ant Pon
2631,878,Iquique,1,Último Absoluta
2632,878,Universidad de Concepción,2,Penúltimo Ponderada
2633,878,Universidad de Chile,3,Partido Pen Abs vs Ant Pon
2634,879,Colo-Colo,1,Último Absoluta
2635,879,Universidad de Concepción,2,Último Ponderada
2636,879,La Serena,3,Partido Pen Abs vs Pen Pon
2637,880,Coquimbo Unido,1,Último Absoluta
2638,880,Universidad de Concepción,2,Último Ponderada
2639,880,Colo-Colo,3,Partido Pen Abs vs Pen Pon
2640,881,Colo-Colo,1,Último Absoluta
